feature,mean_abs_shap,mean_shap,std_shap
IMI,3.6231750593627714,-0.5352353367801713,5.814282645478839
T_W,2.6536142321616123,-0.06371866933421082,3.3000199346592356
T_M,2.1245257703323537,-0.16747891618704241,2.573690245555743
DOC,1.967533168889219,-0.2716740148916372,2.7652378785420426
PREC,1.6274646567904187,-0.11257858492587772,2.212114286017334
IRR_W,1.2645211746869902,0.12161348798744723,1.8068101000199668
DO,1.0424819194636186,-0.010768867298927513,1.465827822302604
pH,0.986975506387863,0.014926229727047404,1.3547217502609736
COND,0.9695094656276342,-0.022141755489325926,1.620285653895547
FERA,0.9373251770945138,-0.19525343775861953,1.441614241544133
AGR_W,0.7577552956253667,-0.05834469625344636,1.066047658875614
VEGA,0.5302101287731718,0.02886497483389607,0.98460739248727
MO,0.5036854653830338,-0.04556769228210882,0.8350415688866699
FR,0.49353472381821956,-0.021889415227195973,0.8609109239824466
CA,0.48480572776920206,0.048757464704001295,0.7656418698661951
CO,0.447262402736583,0.07007435281600402,0.6671822071498731
PES,0.3834801165393331,-0.04192833660427667,0.7829187626986852
WS,0.38039763227830004,-0.10996742151018164,0.724535454477951
GPAM,0.35941472685416526,-0.006728631572659274,0.6367277572493532
Soil_IMI-UREA_agg,0.3582886450323503,0.01616529855652629,0.621705314162458
FER,0.33411506478344233,-0.014149650079076138,0.6332759625014208
VE,0.3279562138594185,-0.03908400292705991,0.619424691091966
POP_TOT,0.32291400008697235,-0.01486365761794338,0.6550432668894526
UR_W,0.3150320376487951,-0.013942913494587301,0.4765303943177888
PESA,0.3021944272873555,0.0066856742812666245,0.6129550902040731
RU_W,0.30014209255513163,-0.008021304706864196,0.4528258797594019
WA,0.269201139611401,-0.020861747927994945,0.41519457969084855
TR,0.26276467777609985,0.028456611316416833,0.5142162952969598
SR,0.2523440182692688,-0.010523534003031097,0.3902101512140601
UI,0.18967850204580117,-0.009529006006113136,0.27720680265189335
IND_W,0.18793694533269062,-0.0022975384464108514,0.279552866868119
LIF_W,0.17356706841360192,-0.015496381055080449,0.39666222205559426
GAO,0.16336797214381635,0.00322998181638549,0.29055855801311964
GDP,0.15673859017904054,-0.013669232024442191,0.24950778130838294
TSA,0.125197348086177,0.01374420789493132,0.2683039906604541
RI,0.11449013507924971,0.0054655722894196455,0.17698033237047825
PR,0.0996441093210982,0.0068100052350249666,0.16239894063460839
UR,0.09024146579203553,-0.0035791333746487113,0.14347595275383024
