feature,mean_abs_shap,mean_shap,std_shap
pH,39.42207611501298,3.054276578211815,58.27441077277573
DO,25.348800352624572,0.7836408130270633,38.50231177393732
T_W,19.203688199741446,0.6646652983010236,30.501512130166212
COND,10.011354246392921,-0.046447224053814296,14.389005923064255
DOC,7.297627731716321,-0.902874671011339,12.134031180750005
IRR_W,6.3875673149427215,0.3704233205338693,10.21189645093166
PREC,6.373741223429301,-0.3462606415069814,10.71925058799927
FERA,5.877883411239742,-0.3283229345757729,9.184635208402225
Soil_CLO_agg,5.054122703610109,-0.5345728962609873,8.231168139461245
AGR_W,4.664496431559788,0.44020322750057356,8.573865266291916
Soil_THIA_agg,4.512410801112648,-0.20206899419106106,7.920072992564363
T_M,4.305811554963352,0.16435363786713736,6.293401351884197
RU_W,3.623401112621816,0.2707847672301212,5.758426131939138
MO,3.5453272738355848,0.42653787769524193,6.999589862193068
FR,2.99734126361246,-0.4566470759235526,5.501439702169589
WS,2.8901486580201037,-0.3033428500316436,5.520336077612842
VEGA,2.825738416744192,0.6140065317567248,5.953256294697318
UR_W,2.757472124400793,-0.1222520467089519,5.086197192824011
WA,2.2548853005917477,0.045722246574320016,4.327642371509279
CA,2.230109069870409,-0.3271851482073384,4.810410102381473
PESA,2.22107488441624,0.0043443034177492075,4.697643843712868
POP_TOT,2.118591069444212,0.35626123700642587,4.143243677033089
VE,2.0984642959275406,-0.22728478933686516,3.6655143631633273
PES,2.071689604344932,0.4017839915017657,5.468752643293847
GPAM,2.027599404396688,0.0008337776625990541,4.0736916823843945
FER,1.8906736405310698,-0.2879435113427729,3.633028891650708
CO,1.8709169817500595,-0.03122908940376459,3.212400126918268
PR,1.7558296256751138,0.02739126939534069,3.4464889857328527
GAO,1.6741326987250142,-0.181476105778284,2.9090235800112993
IND_W,1.6384396800501604,-0.09998465784695798,2.7884319516831733
SR,1.393536363467649,0.05535396709006939,2.8532267091629926
UI,1.3694281903026915,0.17274821638985924,2.4406835612328193
GDP,1.3271341599009943,0.2703217809669239,3.1661355268511113
TSA,1.2693582164004045,-0.005492374018936161,1.9754091999744383
TR,1.1438308466659535,-0.14218550726948534,2.0516896442223396
UR,0.953313056930811,-0.00537478072673497,1.7758592172682026
LIF_W,0.9488951668951505,0.19926016611685904,3.0121338487922715
RI,0.6065526374232327,-0.06670845403502086,1.13889695212485
