feature,mean_abs_shap,mean_shap,std_shap
CLO,0.746550783720172,0.05589658312952356,0.8733574612946744
FCOVER,0.21830348052666274,0.0089258209820599,0.29810038852266324
LST,0.07221139800019426,-0.00396857311877908,0.09961500503928088
pH,0.05334976030586624,-0.0044094738670304315,0.09584712199458345
UI,0.04099553193043359,-0.005368589345254981,0.05159756001073354
THIA,0.03374964767227311,0.003974471767365394,0.05076389430972485
VEGA,0.02817022334199126,0.000426583139412982,0.0381934692973645
VE,0.02772751776679602,0.0002207502955101372,0.03612101720378856
Temp,0.024348698553030852,0.0009327143917088079,0.03286889195893957
GAO,0.02083983612413923,-0.0010510360799549491,0.027871717566378306
WS,0.019144037219698876,-0.004534921399915401,0.026692632840441644
EVI,0.016243687198290183,-0.0012785948450828497,0.02520921755935047
FERA,0.016190283659862494,0.002478469696030483,0.022552316234263712
PESA,0.013996411052566287,0.0029373985777185986,0.031358461284797426
PR,0.013966420603345237,-2.075435819294472e-05,0.019700076400358563
CC,0.013955118990272932,7.000398254698597e-05,0.021175856117702004
LIF_W,0.01281141121334067,-0.0006588537563157987,0.019565035339549758
Rain,0.01067454198350309,-0.0018271718825556592,0.014315331092287166
IRR_W,0.01056156364003927,0.0005488634630098911,0.021045965747736123
SR,0.00934916021930046,-0.00134342973665722,0.013127017584318678
TN,0.008826835547699047,0.00018049232580358835,0.014563614009552889
PES,0.008598162659182926,-0.0005832196073475134,0.01682077335872466
TR,0.007294461050435084,-0.001650237066218106,0.010344114345684828
CA,0.007037347131676009,0.0011391665068103283,0.011045166524332737
FR,0.0068922945496248085,-0.0018770878623722844,0.023032513384953948
UR_W,0.006858077782457844,-0.0002903545330558938,0.010414948604566985
TSA,0.006766262726048351,0.00026350658431384074,0.009803225542795276
GDP,0.00665279196695955,0.0008341313960088285,0.010116480335778288
FER,0.0066080171911450224,0.0005720362474131724,0.010351712455439166
UR,0.006393471184430735,4.957187814783272e-05,0.00999046157721943
AGR_W,0.006247910283470244,-0.0003258973970359557,0.010672930022691332
LAI,0.006229347560600433,0.0010718556781160462,0.012568558096693596
CO,0.00622011349150055,0.0010948312901303454,0.011851895232324201
GPAM,0.006032562013284897,0.000485700674214833,0.009425579449600218
MO,0.006001207402138097,0.0004037518691758507,0.011614827946308788
RI,0.005975160276205579,-0.0004390928022117826,0.00867131543568332
WA,0.005784335086364372,-0.0007052778242480117,0.011913317955600975
POP_TOT,0.005410502939749769,0.0004974311760017147,0.007606088709790358
TOC,0.0040280845416328,-0.0002308486131719615,0.007503304768548043
RU_W,0.0035718967764605813,0.00023969329495023163,0.007391991699398902
IND_W,0.003494861459206809,-0.00025607030128344124,0.00684655533318857
BD,0.0033283067739428417,-0.0003825761210649042,0.004653678975817735
NDVI,0.0031568112482194145,-0.00041894767858258024,0.0048695166444815445
